image_name| comment_number| comment
2457052334.jpg| 2| a person climbing a large rock with another person on the ground helping
2339516180.jpg| 1| This man with three dogs takes his route along the tree-lined street .
401405215.jpg| 1| A child is blowing bubbles on a beach at sunset on a warm , clear day .
4089335666.jpg| 2| A muslim woman holding balloons at an islamic event
4804599874.jpg| 4| People are gathered at a table to enjoy drinks .
4695983839.jpg| 4| A man is playing shot put with a skirt .
218225539.jpg| 1| A man jumps toward a floating device in a lake as another man watches .
4473826637.jpg| 0| A man and a woman are walking on a street at the top of a hill .
7636785060.jpg| 2| A guy , wearing a green shirt and white sunglasses , is peddling a tiny bicycle .
2868324804.jpg| 1| Three girls are running on a field in front of a fence .
4568884740.jpg| 4| A young girl in red is on a bungie jump ride .
24947103.jpg| 2| A guy dress in a yellow polka dot bikini stands in front of a band playing music .
2623346840.jpg| 1| A woman in a blue softball uniform with the number 10 on her back running home .
283214657.jpg| 0| A man sitting on a pile of blankets with a man in suspenders standing in front of him facing away from the camera .
3429956016.jpg| 3| A man climbs up a sheer wall of ice .
4758571023.jpg| 3| Six men shielding their eyes from the sun
481632457.jpg| 1| An adult Australian Shepherd follows behind a running Australian Shepherd puppy .
488437872.jpg| 1| A woman in a white sweater grabbing a man in the middle of a crowd .
4998936440.jpg| 2| A girl in a purple sweater mixes yellow paste in a bowl .
2857372127.jpg| 3| A man wearing a gray hat stands with a woman wearing a red hat .
370445133.jpg| 0| The cowboy is struggling to stay on the horse inside of the bullpen as he goes around the red , white , and blue barrel .
428506573.jpg| 2| Two men in medieval costumes have kites on strings in a town square .
7406123104.jpg| 4| A chef prepares food outdoors .
3429977605.jpg| 4| A man chopping something with a knife on a table .
2797490755.jpg| 1| A person with a camera holds the hand of a woman wearing a cap .
2890057168.jpg| 0| The man in blue , woman in white , and child in blue stand before a silver car .
4612743950.jpg| 2| Two elderly ladies sharing lunch on a bench .
3730944181.jpg| 4| Americans go to a baseball game .
3202804141.jpg| 4| Africans are gathering around huts talking .
241346215.jpg| 1| A mascot at a sporting event waves to the crowd .
2191522758.jpg| 3| Two sisters on a country road chasing sheep .
4886389665.jpg| 1| A town street is filled with people along with shops .
5572655622.jpg| 0| A crossing guard in a white hard hat , tan pants and black boots is directing traffic through the city .
4647706823.jpg| 3| Mom and her son put together a wooden track for cars .
484280924.jpg| 3| Chef making stir fry in a restaurant .
6932687061.jpg| 0| Man wearing sneakers and a gray T-shirt sits on his haunches facing a drum set with electrical cord around him .
4067575996.jpg| 0| People walking down the street in costumes , including one of a hospital gown that exposes the buttocks .
4890594204.jpg| 0| A man with a bandanna plays some homemade instruments in a crowded city .
4615085714.jpg| 3| A woman with her head down is in a very run down area .
3613705104.jpg| 3| A skateboarder skates down stairs covered in graffiti .
7504941054.jpg| 0| Two martial artists , one wearing mainly white and one wearing mainly black , fighting while a spectator with red-hair watches in the background .
3459492423.jpg| 0| A man in orange pants and a ponytail is free climbing a rock face .
3646927481.jpg| 1| a motorcyclist wearing a green shirt on a green bike jumping over a row of other green bikes .
3202281074.jpg| 0| Two women are shopping for glassware outside a store .
2508024651.jpg| 2| A drag queen dressed in black and white polka dots handing out a tray of Tropicana Orange Juice .
314904143.jpg| 1| A young woman with a ponytail climbs a white stone structure .
6804407509.jpg| 1| An asian man with a teal apron is using a knife to prepare food in a kitchen .
2718184776.jpg| 2| Two men and a woman are having a conversation on the street .
3615730936.jpg| 3| A rider on a dirt bike races through a forest .
542179694.jpg| 0| A firetruck stops and makes a call at a bridge , where a man and his dogs are running .
3319737840.jpg| 0| A young man in a white t-shirt sings into a microphone while others play musical instruments in the background .
7988239633.jpg| 1| Customers look at products during an open air market of fruit and vegetables .
3495349745.jpg| 4| A man helps a boy ride a bike .
493654365.jpg| 1| The four children are going incredibly fast on the merry-go-round .
3645809088.jpg| 4| A group of men play instruments on a stage .
105335409.jpg| 2| A mass transit person making an announcement .
2949497756.jpg| 4| Two tan dogs smell each others faces .
77063034.jpg| 1| A little girl wearing a red coat is riding a unicorn and waving .
4785739399.jpg| 0| Three men travel through water on a motorized inflatable raft .
4793876370.jpg| 0| Two children sit on the ground eating rice while looking up and smiling at the camera .
3535304540.jpg| 4| A red airplane that has left behind a trail .
4634392868.jpg| 1| A group of people are being led in a dance by a man in traditional dress .
3911874189.jpg| 4| Fresh vegetables at the produce market .
6962167854.jpg| 0| Six women in what appears to be a roller derby match , with bleachers and onlookers in the background .
4368362518.jpg| 2| A man playing the guitar for a small group of people .
5823148675.jpg| 4| A musical trio performs in front of a crowd
234374617.jpg| 3| A man on a cellphone sitting in the middle of a grassy field .
4558172302.jpg| 1| Two people standing next to a road looking off a hill .
1304961697.jpg| 4| Two children on surfboards wave to each other .
6533409787.jpg| 3| Two women stand in a kitchen and wipe down trays
2553131080.jpg| 0| A hand with tongs is reaching for a vegetable kabob on a grill that also has ribs and chicken kabobs .
4518349470.jpg| 1| A family is having a good time washing a blue truck .
3634032601.jpg| 3| a large group of people doing varied activities .
2064841667.jpg| 3| The little Asian girl has fun with party favors .
3446347599.jpg| 0| two men stand on a cliff top overlooking a sandy beach .
336579714.jpg| 0| A man with a wall of bookshelves behind him is gesturing toward an old antique-looking striped chair .
3328296271.jpg| 3| Workers with white t-shirts measure a wooden board .
4546834565.jpg| 0| People try to make a point about how big companies do n't care about people and only car about money .
4512530785.jpg| 1| People dressed up in festive costumes and holding hands .
22779916.jpg| 0| guest of a wedding sitting in bleachers near a pond .
3378167937.jpg| 2| A photographer is taking a picture of a backpack with a Vespa logo on it .
4503611071.jpg| 4| A young boy riding a dirt bike on a ramp .
2160230494.jpg| 2| Beautiful scene of a building in shadow with birds flying and a colorful sunset in the background .
4612135887.jpg| 3| Children in jackets hopping across water on rocks .
2642772565.jpg| 1| A woman wearing socks with no shoes is standing at the open back door of her car .
386656845.jpg| 0| A little tan dog is in confrontation with a large black dog in the snow .
7517274630.jpg| 2| A military section of a parade is marching with many different flags .
2449518585.jpg| 2| Girl swinging on a swing outside in a wooded area .
1947351225.jpg| 3| A group of kids are at a birthday party .
3538315292.jpg| 4| Girls performing ballet on an outdoor stage .
81110653.jpg| 1| A young boy in a blue jacket and a young girl in a lavender jacket are walking down the sidewalk .
3314850981.jpg| 2| A man with a blue shirt and black pants walking outside of a store talking on a cellphone .
4865556239.jpg| 3| A woman with short hair and wearing a costume bra stands on the street .
4565706377.jpg| 1| A little girl in a purple shirt is raking leaves .
4833609984.jpg| 2| The person in white T-shirt is standing on the road .
3407357681.jpg| 1| a dog sprints across the water .
4450153946.jpg| 3| A young man about to throw a football .
4672366159.jpg| 2| A man in a restaurant being looked at through a window .
5235384370.jpg| 2| Four people wearing snowshoes jumping on a snowy mountain with trees in the background .
172923228.jpg| 1| A man is sitting along the beach playing a guitar .
2301525531.jpg| 2| A black and white dog running in a snowy park .
3758175529.jpg| 4| A blond boy slides into a green backyard pool .
3587449716.jpg| 0| Three women in bright colors and headdresses are holding love message cards .
2432061076.jpg| 1| The large brown and white dog splashes on the shore .
4820830153.jpg| 4| Vending machines and snacks are on display .
741227062.jpg| 4| A man at a construction site .
3640417354.jpg| 2| A young girl in a red shirt swings face down on the swings .
4896595765.jpg| 3| Two young boys eat McDonalds for lunch .
3259757648.jpg| 1| a tan dog jumping over a goal net on a large grassy field
7272406870.jpg| 3| A center field baseball player diving to make a catch .
1491192153.jpg| 3| Heavyset man taking child out of swing set .
79520936.jpg| 0| An elderly man and young boy are sitting on the ground , and playing with a train set .
2426303900.jpg| 2| two young children under a blue and yellow umbrella .
4874998625.jpg| 4| Workers at meat market share a meal .
298920219.jpg| 0| The black dog is swimming in a lake with a white duck .
4719170123.jpg| 1| A fireman looks toward a building that has been evacuated as groups of the people look on .
3340857141.jpg| 3| A small white dog and a large brown dog .
3169016042.jpg| 0| A blond child pours water from a yellow cup while sitting in a bathtub full of water .
4038718263.jpg| 0| There are two shadowy men standing along side a stream that runs through a paved courtyard in front of some stairs .
2864575495.jpg| 3| Two cooks attend to the chicken grill at an outdoor barbecue .
2646673527.jpg| 1| An older young boy and a middle-aged boy looking and laughing at a computer screen .
6950137939.jpg| 2| Two teams compete in a game of football and are hurrying to catch the ball midair .
2300229745.jpg| 0| A dog with floppy ears runs on the grass , a fence behind it .
3546891929.jpg| 4| A man in a helmet holding a cellphone .
4419325681.jpg| 0| A person , surrounded by trash bags and wearing a conical shaped hat , is eating while sitting on purple and yellow colored steps .
2520892855.jpg| 0| People talk among themselves near an outside sitting area .
3859513880.jpg| 3| Multiple persons are swimming in a swimming pool .
3389448506.jpg| 0| A light colored dog with tongue hanging out of this mouth running on the grass .
1457898867.jpg| 0| A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother 's wagon down a dusty dirt road .
3038755837.jpg| 2| A man is sitting on a bench that faces a body of water .
3667781063.jpg| 1| Tourists enjoy a traditional boat ride in long paddle boat .
5371109894.jpg| 2| A woman is carrying a large pot over her head along with a stack of hay placed on top of the pot .
4755693778.jpg| 0| A baby in an orange t-shirt holds onto his stroller like a steering wheel .
2699733386.jpg| 3| A black dog wading through water .
3531474185.jpg| 0| A man is biking down the street while holding a ladder , off to the side , a man is carrying a large bucket and two sticks .
4966813714.jpg| 1| Two people tend their vegetable stand on the sidewalk in front of an open doorway .
2360194369.jpg| 1| A young boy in a red jacket stands on a pier with a fishing pole and chair near him .
183502317.jpg| 0| A man in an office boardroom is cutting slices of cake for everyone .
219301555.jpg| 1| An extremely wet woman is wading in front of a waterfall .
2176229181.jpg| 4| People gather in an gymnasium for an assembly .
5502202358.jpg| 1| This man is doing a back jump off diving board .
4691655395.jpg| 1| Two dogs kind of unfriendly with their owners that are sitting down in front of a times realty sign .
2750912179.jpg| 1| Two girls in dresses are looking through a metal fence , and one girl is trying to climb the fence .
6324621970.jpg| 0| A soccer player dressed in white and blue kicks the ball while her teammates look on from the bench .
6200737945.jpg| 3| Girls team members gather in a group raising their hands .
4963810508.jpg| 4| Young child wearing religious outfit .
3379314077.jpg| 3| Horse and man standing on a dirt trail .
2907904426.jpg| 2| Some people are applying for something .
3066338314.jpg| 4| A man sits at a table .
4260087651.jpg| 4| A young man playing cricket on a field .
302289651.jpg| 3| A man eating and holding a baby with a white hat on .
7168425380.jpg| 4| A young boy getting ready for a day of fishing .
2042058437.jpg| 3| Many Asian people are in a parade while two children watch .
2976946039.jpg| 0| People surfing and attempting to surf in the ocean on a big wave .
158484558.jpg| 1| A man and a woman stopped on the sidewalk looking at something with their eyes big and wide .
4810804391.jpg| 2| A woman lying in a grassy field taking a photo with her camera .
2531074685.jpg| 3| A man working on his art in a public setting .
2902486045.jpg| 0| Two dogs are urinating on the red fire hydrant .
2240975290.jpg| 0| There are five children playing soccer , two from the red team , three from the white .
1029737941.jpg| 0| Boy in brown shirt with headphones on sits on woman 's shoulders in a crowd .
4859271957.jpg| 0| two people wearing bright green shirts and dark pants are standing next to a white and blue van with a black and green stripe .
1094671386.jpg| 0| An oriental woman with her fist raised in the air , other oriental people around her , and a black Moped beside her .
5731856709.jpg| 2| old man in navy jumpsuit sweeps floor as women in red hijab walks in the other direction .
4732499821.jpg| 3| An older woman walks in the rain holding a red umbrella over her .
2209036528.jpg| 3| A man and women waiting for a street crossing sign .
2813784259.jpg| 2| At dusk , a soccer player kicks the ball off the sidelines .
50797765.jpg| 1| A man in jean overalls and a red shirt is making giant bubbles for the passersby .
2234702530.jpg| 3| A man wearing jeans and a backpack stands on the sidewalk .
2578834476.jpg| 1| A person with a helmet is riding a bike i the grass and dirt .
280899906.jpg| 4| A black man and a motorbike .
5117920988.jpg| 2| Two men sit at a glass table with papers on it .
4897526581.jpg| 1| A young woman in shorts and a tank top is listening to music and smoking while walking .
3259110412.jpg| 2| A rock face is covered with snow and ice .
4461519605.jpg| 4| A middle eastern man walking across a street .
646453606.jpg| 3| Two young girls are having a snowball fight .
493276179.jpg| 4| A tattooed man walks down the street .
3978631696.jpg| 3| A construction worker is taking a break .
5352278538.jpg| 4| Two young boys watching someone on a skateboard .
6664030.jpg| 4| Two people in a kitchen with cups of alcohol beverage .
3393152604.jpg| 2| A bulldog jumps over a log next to a stream .
4448063160.jpg| 4| A woman stands outside a store while other people pass by .
3860415767.jpg| 1| A man in a light blue long-sleeved shirt wearing a red and white scarf on his head stands beside a makeshift fruit stand .
961611340.jpg| 1| a young girl wearing a pink tutu dancing with another young boy in the background .
2251830139.jpg| 2| Children crowd around a cart advertising something for 2 Euro .
3532539748.jpg| 4| Smiling man and boy standing in a yard .
4950401297.jpg| 0| A man in a blue outfit rides a hang glider high over a neighborhood of houses .
3091912922.jpg| 4| A dog runs with a yellow toy in its mouth .
780260019.jpg| 1| People in blue uniforms stand on the street as observers watch from the sidewalk .
6652784337.jpg| 0| One shirtless man is taking pictures of the other people in the road , one of which is skateboarding , while a woman watches from across the road .
4571467071.jpg| 1| Woman sign up at a table during a hat society meeting .
3013203854.jpg| 2| Two men with a hand on each other 's back and one man is looking up .
2722957422.jpg| 4| The children are getting off the bus .
5159056173.jpg| 0| A group of children are looking at a sculpture in a museum .
2125074196.jpg| 4| Artist putting the finishing touches on wall mirage .
739944487.jpg| 3| Two people are rowing a boat as a flock of birds pass them .
4003168567.jpg| 0| A group of people with colorful clothing walking down the street playing homemade instruments .
4842411522.jpg| 3| children woman and man in a park looking around a park
3625537155.jpg| 0| A lady in a white shirt with a baby in one hand , and a stroller in the other hand , walks through an outdoor kiosk .
6315830428.jpg| 3| A bicyclist is pushing hard to complete a race .
4612314410.jpg| 3| People outside standing by the subway station .
4653330656.jpg| 4| A man spray painting a mural
2090215703.jpg| 0| Two men wearing work attire , stands next to an eighteen-wheeler , outside a large plant .
2536876757.jpg| 1| Guy in blue jacket and hat standing in front of some type of machinery while starring up with a big smile .
2542292902.jpg| 3| Two workers are checking a train door .
363701716.jpg| 3| teen athletes are resting on a bench after their run .
518789868.jpg| 2| A male in a black shirt near a large curved archway .
5769937988.jpg| 1| Chefs prepare food on a grill in front of their customers .
1079274291.jpg| 2| Two young boys look up at the camera as one sticks out his tongue .
5510989691.jpg| 4| A man in a suit is holding a frying pan .
4868582683.jpg| 1| A man in an orange shirt is in a giant plastic ball that is in water .
468930779.jpg| 3| A brown dog carrying a stick in its mouth .
2206060803.jpg| 1| A man is pushing a cart with wooden barrels across an empty street .
288261862.jpg| 1| A marching band is standing outside a building in an urban area .
6759038111.jpg| 2| Two figure skaters practicing their routines on the ice .
2635509973.jpg| 2| A child playing with a yellow bucket on a beach .
4368366048.jpg| 3| Speakers in a room full of people sitting in chairs .
1045521051.jpg| 4| A television with a picture of a girl on it .
4726972254.jpg| 4| A man on a red motorcycle .
7099368287.jpg| 1| Two football players compete for the ball while another teammate looks on .
2698119128.jpg| 4| A girl enjoys the swimming pool .
2305517013.jpg| 2| A man goes snowshoeing in the winter with mountains in the background .
4597021222.jpg| 1| One man plays an acoustic guitar , while another accompanies him on the accordion .
7130486481.jpg| 4| Body surfing at the concert .
2644470867.jpg| 4| A girl is dressed up as Wall-E the robot .
195546059.jpg| 2| A man in a tie stands in an elevator shaft near a garage construction site .
4660152902.jpg| 2| The woman is wearing a flower printed shirt .
2764178773.jpg| 1| A person is holding onto a bicycle in the air with his body in flight position .
96113759.jpg| 0| A person , dressed in a white shirt , is sitting in front of a mirror and applying makeup .
3006095077.jpg| 1| Two men wearing hats stand together and smile .
2567554362.jpg| 1| Caucasian female In a black dress , Near an old Wooden Fence .
4834121945.jpg| 3| Two cars are parked by a body of water by some cranes .
2610183526.jpg| 2| A bride and groom are standing on a walkway looking at a body of water .
5234657740.jpg| 4| A man is playing a guitar solo
291768952.jpg| 1| Man in jeans and sweatshirt jumping in air on wet surface that shows reflection .
3073535022.jpg| 2| A woman in a yellow shirt is surfing on a white surfboard .
343662720.jpg| 0| This bald man , who appears to be asleep , is sitting at a table at a library .
4788653947.jpg| 2| An older lady sitting on a black chair with her leg up on a walker .
3318995586.jpg| 1| The little girl is sitting under the basket while the man throws the ball .
2834032170.jpg| 4| Two station wagons unloading cargo in third world village .
2473689180.jpg| 2| A wakeboarder is jumping a huge wave .
2438616168.jpg| 0| A young man in a white sweatshirt and jeans sits next to a young girl wearing a black sweatshirt and jeans on a set of stairs .
3759492488.jpg| 2| The boy is swinging on a pole at the beach .
3659686168.jpg| 4| Two young women sit by a fountain .
8066894280.jpg| 0| There are children and adults from an Asian culture , and two of the adults are wearing clown noses and are standing on either side of a young boy , while one of the adults has a pink tube in his hand and is pointing at the pink tube in the young man 's hand .
6155570605.jpg| 4| A man participates in a tricycle race .
397014085.jpg| 2| Two young males talking to each other on a grassy surface .
2514571664.jpg| 3| A woman in a blue apron cooking in a kitchen .
3793619579.jpg| 2| A boy holding a silver helmet is staring at something .
44619131.jpg| 3| Three men and one woman are working on computers .
4843548093.jpg| 1| A woman in a pink dress holding an umbrella and standing on a concrete pillar shushes the camera .
83292701.jpg| 1| Two boys in black pants are in contact with each with a slide in the background .
2214821600.jpg| 2| A woman carrying a black purse is walking past a green gagnant sign .
2608116127.jpg| 4| A small dog and a kitten are facing one another .
4490635744.jpg| 3| They are here to ensure no one crosses the barriers .
279550225.jpg| 4| Man with a pierced tongue next to a woman .
3410899419.jpg| 4| Children bathe in water from large drums .
2773011586.jpg| 1| Water log amusement park ride with people in it at night .
4822495419.jpg| 0| A man standing in front of a shop that is closed wearing a bag and eating a yellow Popsicle talking on his cellphone .
539751252.jpg| 1| A toddler is making a splash inside a blue paddling pool .
538638526.jpg| 2| A lady in a red shirt and white pants is standing on a trashcan trying to take pictures .
4552595911.jpg| 2| These people are gathered in a room reading something .
3590654365.jpg| 4| Four men in a rodeo with a bull bucking
3631530817.jpg| 3| A man on stage next to a microphone .
2414136642.jpg| 4| Two people hugging on the street .
2299720433.jpg| 2| A man sitting at a table using a notebook computer .
1175268298.jpg| 3| Young boy fences with a dummy in a wooded setting while others pass by .
3856149623.jpg| 4| People at work reading procedures .
3380072636.jpg| 1| A team of soccer players lifts one teammate so that he can reach the ball .
5340639100.jpg| 4| A group of young adults are hanging out in a bowling alley .
380817690.jpg| 4| A woman is sitting in a room filled with art pieces .
43331469.jpg| 1| Toddler playing with chess pieces on a chessboard .
2648165716.jpg| 2| A little boy holds a bat in the air waiting on the ball .
2324842075.jpg| 4| A man is speaking into a microphone .
3672940355.jpg| 3| a young girl kicking a blue ball
4975536758.jpg| 3| a boy running away from his bicycle on an empty street .
4605436317.jpg| 2| Two people are dressed in costumes with flowers on them .
2951092164.jpg| 1| A little boy and girl in their swimsuits wearing arm floats .
3156379613.jpg| 2| The man in the gray hooded jacket finds the missing piece .
766099402.jpg| 1| The woman is wearing an orange dress riding on the ferris wheel .
243380205.jpg| 1| Young boy jumping off of a trampoline into a lake .
3038952914.jpg| 2| Four people looking off into the distance with binoculars .
457507422.jpg| 1| Two men work with wooden beams in a room undergoing refurbishment .
4783280278.jpg| 1| Two little girls are sitting on cement steps eating .
4538210392.jpg| 1| A man jogging on a nice park jogging path , surrounded by spring foliage and trees .
1182733666.jpg| 1| One man in a blue shirt is operating a watering hose and another man in a brown shirt is moving tarps .
4847077399.jpg| 3| Many people stand looking a woman holding a dog in a blue sack .
3660826540.jpg| 1| A young boy wearing a striped shirt points into the distance .
1335519498.jpg| 2| A woman is pushing a young girl in a swing .
3084380974.jpg| 0| A surfer in a full body wetsuit in the ocean with a white surfboard .
2640000969.jpg| 4| Brown dog jumping into the pool
7617060434.jpg| 2| A teen is standing in a field and is in the upswing position after hitting a golf ball .
2610182170.jpg| 4| A bride admires her bouquet .
2709683703.jpg| 1| A man is squirting water into a white dog 's mouth with a squirt gun .
2344820947.jpg| 2| Three people stand outside in front of an A-frame .
3056784295.jpg| 3| Woman with red pants riding a moped .
4726714032.jpg| 4| Big water fountain in middle of courtyard .
4835932220.jpg| 2| Man walking by a corner market with graffiti .
4144960305.jpg| 4| The bruins play hockey against an opposing team .
1925086298.jpg| 2| A woman is typing at a computer while another woman stands over her and looks on .
2255280884.jpg| 3| young Chinese children are at band practice .
4039390335.jpg| 1| Women in colorful foreign clothing talk in a market next to a bread stand .
157955034.jpg| 4| A woman sitting on a lawn chair .
137444466.jpg| 2| People in a courtyard plaza are sitting and standing .
106039369.jpg| 2| A man in a home kitchen is flipping a pancake extremely high .
4852309195.jpg| 4| A group of anime cosplayers gather for a photo .
459560684.jpg| 4| A woman stands near a light fixture next to a man .
6282577355.jpg| 0| Two motorcyclists round a curve along a racing track , in close proximity to one another .
4928359809.jpg| 1| The parade of nations at the opening games of the Olympics .
2463991834.jpg| 3| Four men pulling a cannon on a wagon .
4238762387.jpg| 0| A woman in a yellow shirt behind an outside counter is smiling and giving the peace sign .
4720926155.jpg| 2| A man is scratching his back while walking along the shore .
493274225.jpg| 1| A man walking behind a red truck near a storefront .
3433386961.jpg| 4| three young women goofing off at a bar .
153299765.jpg| 2| A man prepares to sell items from his food cart .
115684808.jpg| 0| Three people are standing in the snow preparing an ice fishing boat .
3441531010.jpg| 0| A brown and white dog runs through the water with trees and branches around .
4602508987.jpg| 0| Two ladies in sunglasses sit and rest on a black marble decoration in the city .
140770875.jpg| 0| An older gentleman working with a machine and shaving down a wooden object
7271256962.jpg| 2| a woman in sunglasses takes a child out in a stroller on the sidewalk .
384104693.jpg| 3| A woman in sunglasses and a scarf walk down the sidewalk .
4675063973.jpg| 4| A woman and a man at a crosswalk in nyc .
2469638631.jpg| 2| Several men are standing in a grassy areas with one man kneeing a soccer ball .
2885912662.jpg| 0| A small girl is looking at a pink and black ball , in a parking lot .
390892622.jpg| 0| Several youth stand around watching as a banjo player , piano player , and guitar players play in a dirty setting .
2325436612.jpg| 4| Two men are looking through microscopes in a room .
4578856261.jpg| 4| A man wearing a backpack is walking down the street .
2500467647.jpg| 3| A technician uses microscope to solder a circuit board .
799431781.jpg| 0| The little boy covering his mouth is sitting between a covering his eyes and another boy covering his ears .
2344969116.jpg| 1| A group of young boys in red robes are bringing their pots to be filled with water .
4567985140.jpg| 3| A man in a plaid suit coat gestures with his hand .
3876652419.jpg| 4| Three young boys tossing a watermelon .
3361278843.jpg| 4| Two black males in front of a rickshaw .
6312121806.jpg| 2| a man is sweeping the sidewalk with a push broom
144571886.jpg| 1| Woman giving a presentation about a Chevrolet car .
4850359729.jpg| 1| Two women walking down the sidewalk in the city communicating with one another .
2426047791.jpg| 0| Older men and females stand around as men carry at hot object with coals in it .
4400684369.jpg| 0| Two girls in white sitting next to man in tan shirt , with two boys who are facing away from camera , all sitting around a table with blue top and blue and white dinnerware .
618292739.jpg| 0| A woman in tight jeans and a long-sleeved top in front of a line of yellow flowers and a slightly cloudy skyline .
4942452239.jpg| 1| Three men in overalls walk down a sidewalk in the midst of pedestrian traffic .
4483334217.jpg| 0| A man jumps with his bike in a parking lot next to a four story building .
3781615817.jpg| 4| Two ethnic men are talking outside under a tree .
4633772793.jpg| 2| A Muslim is watching an outdoor event next to a woman with a umbrella .
350443876.jpg| 0| A person stands on a ladder and a small child climbs at the bottom of the ladder .
229352841.jpg| 2| Two men in tee shorts work diligently preparing food for customers .
5293036215.jpg| 0| Two women standing outdoors on a winter day in the countryside .
7212803242.jpg| 1| A little child is trying to feed his mom a piece of messy cake .
3052412278.jpg| 2| Three kids wearing brown shirts and jeans jumping outdoors with leaves on the ground .
43390068.jpg| 3| A man and woman are standing on the stairwell
4929428870.jpg| 0| A group of people works hard to paddle their boat .
2407091303.jpg| 1| A little boy wearing a red shirt is standing on a slide .
7635804008.jpg| 1| Participants are on horses competing in a game
4956736363.jpg| 4| People exit from a grand doorway .
495340319.jpg| 3| Boys playing tag football run down the field .
33108590.jpg| 4| two people look at a street vendor .
5971180169.jpg| 1| Three female swimmers in swim caps and goggles are lined up in a pool with their arms outstretched .
3204500803.jpg| 4| Two women wearing red skirts .
3657209354.jpg| 0| A person wearing a hat and glasses sits on a cliff and smiles .
3569406219.jpg| 0| A Japanese woman in a colorful outfit is walking with a man dressed in black past a wooden building .
4718157654.jpg| 3| Two women buying baked goods from a man at a market .
3829614604.jpg| 4| People are moving delicate objects .
3443460885.jpg| 2| A young girl stands on a rocky beach looking at the water .
2858757067.jpg| 2| A man dressed in a red coat , white pants , and black boots is sitting on a horse at an amusement park .
3970114165.jpg| 2| A man and woman watching a sports event in a stadium .
2321764238.jpg| 0| A young woman with blond-hair is holding a white statuette of a Japanese geisha woman .
2425411995.jpg| 2| A woman in tennis clothes running to hit a ball with her tennis racket .
4248543428.jpg| 1| Busy city street scene displaying pedestrians and automobile traffic .
5367322642.jpg| 2| A woman uses a cultivation tool to tend to crops in a field .
5321755236.jpg| 4| A woman jumping in a desert like area .
1242629236.jpg| 2| A man wearing a brown shoes and with a cardigan and glasses sits in a short stool .
3187801616.jpg| 0| Man in a military outfit handing something in a plastic bag to a group of children outside near a brown building .
2178306830.jpg| 3| A scuba diver swims underwater while wearing fins .
2623023009.jpg| 0| One young girl is sitting on the edge of an in-ground swimming pool , while the other girl is next to her in the water wearing swim goggles .
1680409989.jpg| 4| A lady painting on a public wall !
6317524663.jpg| 1| Adolescent white man with black hair , black pants , and a white and black polka-dotted shirt holding and singing into a microphone .
2528521798.jpg| 4| A white car racing in the dirt and water
472496249.jpg| 2| A woman dressed in green wearing a blue headdress lays on the smooth looking sand in a desert .
7651090648.jpg| 0| A woman with brown hair and a black blazer is making a speech at a podium about working women .
2535447414.jpg| 0| A man with glasses and a tootsie pop , browsing through pictures on his digital camera .
3914720167.jpg| 1| A young girl in a black dress is holding a red flag and covering a happy expression .
5589601689.jpg| 3| A hand holds a pencil over a page of sheet music .
3458211052.jpg| 0| A line of people staring at the vehicles on the dirt track
162839055.jpg| 4| Several uniformed people are standing in ceremony .
3862675867.jpg| 3| A crowd of people is standing outside next to a street .
