image_name| comment_number| comment
100716317.jpg| 3| Цагаан, бор өнгийн малгайтай цэнхэр дээлтэй бүсгүй зурагны өмнө зогсож байна .
100716317.jpg| 4| Гадаа урлагийн үзэсгэлэн дээр зургийг биширч буй хажуугаар өнгөрөх .
1007205537.jpg| 0| Нэгэн эр хогны сагс барьж явахдаа нэг хөл дээрээ зогсож .
1007205537.jpg| 1| Ногоон өмд, цэнхэр цамцтай хүн тэрэг түрж .
1007205537.jpg| 2| Janitor нь цэвэрлэгч багажаар гадаа dolly түлхэж .
1007205537.jpg| 3| Ногоон өмдтэй хүн зам дээр .
1007205537.jpg| 4| Тод өнгийн өмдтэй хүн тэрэг түрж байна .
1007320043.jpg| 0| Бага насны хүүхэд тоглоомын газрын улаан оосрыг атгаж .
1007320043.jpg| 1| Ягаан өнгийн бяцхан охин цэцэрлэгт хүрээлэнд олсны гүүрэн дээр авирч .
1007320043.jpg| 2| Бага насны хүүхэд тоглоомын талбай дээр улаан оосроор авирч .
1007320043.jpg| 3| Улаан лоозоны дээр авирч буй бяцхан охин .
1007320043.jpg| 4| Олсны тор дээр тоглож байгаа хүүхэд .
100759042.jpg| 0| Үзүүр дээр нь ямар нэг юмтай шүдний оо барьсан залуу
100759042.jpg| 1| Автобусанд явж байсан залуу гартаа цэцэг барин .
100759042.jpg| 2| Гэрэл зурагчдын хувьд үл мэдэгдэх зүйл барьж буй өсвөр .
100759042.jpg| 3| Галт тэргэнд залуу . оригами кран барьж .
100759042.jpg| 4| Би Жастин Бибер шиг харагдаж байгааг чи мэднэ .
10082347.jpg| 0| Залуу blond эрэгтэй нь цэнхэр, шар хантаазтай нь торны өмнө зогсож байхдаа инээмсэглэж .
10082347.jpg| 1| Хар, шар өнгийн хантаазтай залуу ямар нэгэн юм хараад инээмсэглэж байна .
10082347.jpg| 2| Шонгийн бунхан барьсан залуу шийдэмгий харагдаж байна .
10082347.jpg| 3| Эрэгтэй хүн шон барьж, инээмсэглэж байна .
10082347.jpg| 4| Инээмсэглэсэн эр тэнгэрийг харж байна .
10082348.jpg| 0| Бейсболын малгайтай, хар хантаазтай эрэгтэй хүн угаалгын өрөөнд кофены аяга барьж зогсож байна .
10082348.jpg| 1| Эрэгтэй хүн бөмбөг малгай өмсөж, шээсний хооронд кофе аяга барьж .
10082348.jpg| 2| эрэгтэй хүн аяга кофегоор шээсний замын хажууд тавьж байна .
10082348.jpg| 3| Эрэгтэй хүн угаалгын өрөөнд байхдаа кофе аяга барьдаг .
10082348.jpg| 4| Кофены аягатай шээсний дэргэд зогсож байгаа хүн .
100845130.jpg| 0| Ар талд нь олон өнгийн тэнгэртэй 5 хүн алхана .
100845130.jpg| 1| Цэлмэг цэнхэр тэнгэрт нар жаргахаар алхаж буй дөрвөн хүн .
100845130.jpg| 2| Ард нь нар жаргаж яваа 4 хүн .
100845130.jpg| 3| Дөрвөн дүрс нь тэнгэрийн хаяа нарыг чимдэг .
100845130.jpg| 4| Нар жаргах үед хэсэг хүмүүс алхана .
10090841.jpg| 0| Хар үстэй хүн ресторанд сууж . аяга шар айраг .
10090841.jpg| 1| Эр хүн архи уугаад ширээн дээр сууж байна .
10090841.jpg| 2| Эр хүн шар айрагтай ширээнд сууж байна .
10090841.jpg| 3| Хар үстэй хүн архи уугаад сууж байна .
10090841.jpg| 4| Ганцаараа шар айраг ууж байгаа өвгөн .
1009434119.jpg| 0| Хар цагаан нохой цагаан хашаагаар хүрээлэгдсэн зүлэгт цэцэрлэгт гүйж байна .
1009434119.jpg| 1| Бостон Терриер цагаан хашааны өмнө налуу ногоон зүлгэн дээр гүйж байна .
1009434119.jpg| 2| Хар цагаан нохой өвсөөр гүйж байна .
1009434119.jpg| 3| Модон хашааны дэргэд ногоон зүлгэн дээр нохой гүйдэг .
1009434119.jpg| 4| Бостоны терриер өвсөнд гүйж байна .
1009692167.jpg| 0| Нэг офицер тусгалын хантаазтай зогсож байгаад машиныхаа урд талд нохойтойгоо .
1009692167.jpg| 1| Дадлага хийсэн цагдаагийн нохой цагдаагийн машины өмнө гарныхаа хажууд сууж .
1009692167.jpg| 2| Харуул нохойтойгоо нэг хамгаалалтын хүн ямар нэгэн юм хайж байна .
1009692167.jpg| 3| Германы Хоньчин нохойтой цагдаа зогсож байна .
1009692167.jpg| 4| Цагдаа эр нохойтой гудамжинд зогслоо .
101001624.jpg| 0| Газар дээрх цасны « цагаан » нөхцөл байдал нь хүнд хүрэм, улаан малгайтай, хотын захын ойролцоо дугуй унаж яваа хүйтэн цаг агаарын төлөө хувцасласан хүний нарийн ширийн зүйлийг бараг л баллах шиг санагддаг .
101001624.jpg| 1| Цасаар хучигдсан замаар нэгэн жаал хүү дугуй унаж явна .
101001624.jpg| 2| Цасанд сууж явсан хүү . гудамжаар дугуй унаж .
101001624.jpg| 3| Цастай замд дугуй унаж яваа хүн .
101001624.jpg| 4| Цасанд дугуй унаж яваа хүн .
1010031975.jpg| 0| Таван эрэгтэй , дүрэмт хувцас өмссөн цагаан цамц , зангиа, хар хойрго нь задгай машины ар талд .
1010031975.jpg| 1| жижиг бүлэг цагаан костюм өмссөн 5 цагаан арьст эрэгтэй машины араар зугаалж машины зогсоол дээр ярьж .
1010031975.jpg| 2| Цагаан богино ханцуйтай цамц, зангидсан таван эрэгтэй зогсоол дээр зогсож .
1010031975.jpg| 3| Зангидсан хэсэг эрчүүд гудамжинд зогсож байхдаа .
1010031975.jpg| 4| Коллежууд тэнд ажил хэргийн уулзалтаас завсарлага авахаар зогсдог .
1010087179.jpg| 0| Арын малгайтай цорго хүн . үйлдвэрээр явж байхдаа камер руу .
1010087179.jpg| 1| Үйлдвэрт ажилладаг настай хүн гэрэл зургийн талаар хэтэрхий их баярлахгүй байна .
1010087179.jpg| 2| Олон машин дунд цагаан цамц, хар зуслангийн хүн .
1010087179.jpg| 3| Арын малгайтай хүн машин механизм дээр ажилладаг .
1010087179.jpg| 4| Ажил дээрээ арагшаа малгай өмссөн эрэгтэй .
1010087623.jpg| 0| Богино ханцуйтай хар цамц өмссөн кавказ эрэгтэй, ханцуйгүй даашинз өмссөн хар арьстай эмэгтэй конвейер дээр ажиллаж байна .
1010087623.jpg| 1| Хар арьстан эмэгтэй цагаан арьстан эрэгтэй хоёр хайрцагт лаа сав баглаа боодлын . үйлдвэрт ажиллаж .
1010087623.jpg| 2| Ногоон цамцтай эрэгтэй хүн ард нь зогсож байх үед эмэгтэй хүн цагаан өндөр лаа ангилж байна .
1010087623.jpg| 3| Агуулахын менежер ажилтанд туслах .
1010087623.jpg| 4| Чуулганы шугамаар 2 хүн ажиллаж байна .
10101477.jpg| 0| Цэнхэр, цагаан өнгийн хувцас өмссөн эрэгтэй , шүүр барьж , ар талд нь Азийн уламжлалт архитектуртай .
10101477.jpg| 1| Цагаан орой, хүүхдийн хөх ёроол зүүсэн Ази эр . зам дагуух шороог арилгахын тулд шүүр ашиглаж .
10101477.jpg| 2| Цагаан, цэнхэр кимонотой хүн шүүр ашиглаж зам шүүр .
10101477.jpg| 3| Гадаа гудамж шүүрдэж байгаа хүн .
10101477.jpg| 4| Азийн хүн явган хүний замыг шүүрдэж .
1010470346.jpg| 0| цэцгийн хантаазтай хоёр эрэгтэй жижиг барилгын өмнө зогсоол дээр зогсож байхад тэдний нэг нь жолоочтой, дугуйтай эмэгтэйтэй хамт явж байгааг харжээ
1010470346.jpg| 1| Эрэгтэй хүн машин руу налан . жолоочтой ярилцах . Дугуйтай хүн харж байх зуур .
1010470346.jpg| 2| Дугуйтай хүн . хяналтын цэгээр гарахыг хүлээж буй машинуудын эгнээг харж .
1010470346.jpg| 3| Цэцэрлэгт хүрээлэнгийн харуул жуулчинтай ярьж байна .
1010470346.jpg| 4| 2 машин гадаа зогсоол .
1010673430.jpg| 0| Ягаан цамцтай бяцхан охин, зүлгэн дээр сууж буй улбар шар цамцтай бяцхан охин .
1010673430.jpg| 1| Бага насны хоёр хүүхэд зууш идэж, өвсөнд тоглож .
1010673430.jpg| 2| Гадаа 2 залуу хүүхэд зүлгэн дээр .
1010673430.jpg| 3| Хоёр нялх хүүхэд хашаанд тоглож байна .
1010673430.jpg| 4| 2 эмэгтэй хүүхэд жижг иддэг .
101093029.jpg| 0| цорготой өмдтэй хүн мөнгөн зөөврийн зүйл дотор . хүмүүс үзэж байхад .
101093029.jpg| 1| Хүмүүс нэгэн хүнийг харж байна. . плаза дахь . хачин машинд .
101093029.jpg| 2| Segway төрлийн тээврийн хэрэгсэл жолоодож явсан цэнхэр цамцтай эрэгтэй .
101093029.jpg| 3| сурталчилгаа хийх бүтээгдэхүүний үзүүлэлт
101093029.jpg| 4| Орчин үеийн урлагийг биширч буй олон түмэн ?
101093045.jpg| 0| Хар хувцас өмссөн хүн хүн агуулсан хачин мөнгөн эдлэл рүү дөхөж очдог бол олон хүн хаалтны оосрыг араас нь ажигладаг .
101093045.jpg| 1| Хүн ирээдүйн харагдах машиныг тойрон явж байхад эрэгтэй хүн түүн дээр хүрч ирээд олон хүн харж байлаа .
101093045.jpg| 2| Ирээдүйн ганц хүний тээврийн хэрэгсэл унаж яваа хүн .
101093045.jpg| 3| мөнгөн 4 дугуйтай сандал руу явж байгаа хүн
101093045.jpg| 4| Мөнгөний машинаар хүн алхана .
1011572216.jpg| 0| сүйт бүсгүй, сүйт залуу хоёр тоосгон барилгын хажуугийн зам дээр анхаарлаа хандуулан мөр зэрэгцэн алхах .
1011572216.jpg| 1| Шинэ нөхөртэйгөө хамт явган хүний зам дээр алхаж яваа үзэсгэлэнт сүйт бүсгүй .
1011572216.jpg| 2| Саяхан гэрлэсэн хос камерын зураг .
1011572216.jpg| 3| Сүйт залуу, сүйт бүсгүй хоёр гар гар .
1011572216.jpg| 4| Гэрлэж буй хос .
1012150929.jpg| 0| Бяцхан хүү McDonald 's дотор Nintendo GameCube хянагчтай тоглодог .
1012150929.jpg| 1| McDonald ''s' ресторанд нэгэн залуу хүү видео тоглоом тоглож .
1012150929.jpg| 2| McDonald 's's-д GameCube kiosk-тэй нэгэн залуу хүү тоглодог .
1012150929.jpg| 3| McDonald 's's-д GameCube тоглож байгаа бяцхан хүү .
1012150929.jpg| 4| McDonald 's's-д GameCube тоглож байгаа бяцхан хүүхэд .
1012212859.jpg| 0| Усны дэргэд зогсож буй бор чихтэй цагаан нохой толгойгоо нэг тийш нь эргүүлэв .
1012212859.jpg| 1| Хөлд улбар шар бөмбөгтэй нохой , эрэг дээр зогсоод уснаас чичирч байна
1012212859.jpg| 2| Улбар шар өнгийн бөмбөгтэй далайн эргийн захад цагаан нохой сэгсрэх .
1012212859.jpg| 3| Усны ойролцоо эрэг дээр улаан бөмбөгтэй тоглож байгаа цагаан нохой .
1012212859.jpg| 4| Нохой эрэг орчим толгой сэгсрэх . хажууд нь улаан бөмбөг .
1012328893.jpg| 0| Тоглоомын талбайн өмнө хэсэг хүмүүс зугаалгын ширээн дээр зугааллаа .
1012328893.jpg| 1| Цэцэрлэгт хүрээлэнд нэгэн сайхан өдрийг сайхан өнгөрүүлж буй хэсэг хүмүүс .
1012328893.jpg| 2| Хэсэг хүмүүс цэцэрлэгт хүрээлэнд зугааллаа .
1012328893.jpg| 3| Дахин уулзах нь сарны үсрэлтээр дүүрэн байна .
1012328893.jpg| 4| Цэцэрлэгт хүрээлэнд барбитай хэсэг хүмүүс .
101262930.jpg| 0| хоёр ази буюу испани хүн , эмэгтэй, эрэгтэй . машин өнгөрөх үед шилэн цонхны өмнө хамтдаа сууж .
101262930.jpg| 1| Нарны шилтэй эрэгтэй хар цагаан цамцтай эмэгтэй хүнийг тэвэрч .
101262930.jpg| 2| Нарны шилтэй эр эмэгтэй хүнийг тэвэрч .
101262930.jpg| 3| Эрэгтэй эмэгтэй зарим замын хөдөлгөөний өмнө .
101262930.jpg| 4| Сандал дээр сууж буй Ази хос .
1013536888.jpg| 0| Эмэгтэйчүүд зугаалгын ширээн дээр сууж иддэг , харин цагаан цамцтай эрэгтэй, толгой дээрээ шар, улбар шар бөмбөлөг дизайн ар талд зогсож .
1013536888.jpg| 1| Нэгэн настай эмэгтэй бургер идэж байхад хажууд нь байгаа эрэгтэй нь малгайнд нь хүрч .
1013536888.jpg| 2| Бөмбөлөг малгайтай хүн, зугаалга ширээн дээр гадаа хооллож байгаа хүмүүс .
1013536888.jpg| 3| Хоёр настай эмэгтэй өмнө нь 2 хөргөгчтэй ширээнд сууж .
1013536888.jpg| 4| Нүдний шилтэй саарал үстэй хүн . элс угаагч .
101362133.jpg| 0| Каратэ багшийнхаа барьж байсан самбарыг эвдэхийн тулд доош өшиглөж буй оюутан залуу .
101362133.jpg| 1| Каратэ багшийг барьж байхад охин модыг хоёр тийш нь өшиглөх гэж байна
101362133.jpg| 2| Эрэгтэй хүн барьж байгаа савааг өшиглөж байгаа охин tae kwon do class .
101362133.jpg| 3| Каратэ дүрэмт хувцастай охин урд өшиглөн савааг эвдэж .
101362133.jpg| 4| Каратэ ашиглан самбар эвдэж буй охин .
101362650.jpg| 0| Хоёр хүн олон түмэнд тулааны урлаг үзүүлж, хивсэн дээр мөлхөж буй гурван залуугийн дээгүүр үсэрч байна .
101362650.jpg| 1| Tae kwon do уралдааны үеэр гурван хүүхдийн дээгүүр өшиглөн мод өшиглөж буй хүү .
101362650.jpg| 2| Нэгэн хөвгүүн тулааны урлагийн үзүүлбэрт өөр гурван оюутан дээгүүр үсэрчээ .
101362650.jpg| 3| Тулааны 5 уран бүтээлчийн тоглолтыг олон түмэн үзэж байна .
101362650.jpg| 4| Тулааны урлагийн үзүүлбэрийг олон хүн үздэг .
1014609273.jpg| 0| Хоёр тагтан дээр хүмүүс, доод тагтан руу хоолой дээр авирч буй хүн түүн дээр шингэн асгаж .
1014609273.jpg| 1| Улаан цамцтай хүүхэд цагаан цамцтай хүнд ямар нэгэн зүйл өгөх гэж гараа сунгаж байна
1014609273.jpg| 2| Нэгэн залуу хүү тагтны төмөр бариул дээгүүр лонх хоослонг доорх хүнд .
1014609273.jpg| 3| цагаан цамцтай эр хүн дээр ус асгасан улаан хантаазтай хүүхэн
1014609273.jpg| 4| Лонхны агуулгыг цутгаж буй залуу .
101471792.jpg| 0| Улаан өнгийн хантаазтай хүн цаас унших гэж нарнаас өөрийгөө хамгаалж байна .
